region,date,set,location,eel,Paired,comp,date_proc,proc,1_frac_corr,sz_frac,orgnsm,count,rel_abun,Sum,act_count
Fraser ,25-Jun-16,1.1,MRB FR 017B,1,,1,27-Sep-16,MM,8,1,Appendicularia,32,0.012820513,2496,4
Fraser ,25-Jun-16,1.1,MRB FR 017B,1,,1,27-Sep-16,MM,8,1,Harpac,952,0.381410256,2496,119
Fraser ,25-Jun-16,1.1,MRB FR 017B,1,,1,27-Sep-16,MM,8,1,Calanoid,1368,0.548076923,2496,171
Fraser ,25-Jun-16,1.1,MRB FR 017B,1,,1,27-Sep-16,MM,8,1,Barnacle,24,0.009615385,2496,3
Fraser ,25-Jun-16,1.1,MRB FR 017B,1,,1,27-Sep-16,MM,8,1,Brachyura,1,0.000400641,2496,0.125
Fraser ,11-Jun-16,2.2,MRB FR 017B,1,,0,,,,,NAN,,,,
Fraser ,11-Jun-16,1.2,FR 017B,1,,0,,,,,NAN,,,,
Fraser ,11-Jun-16,2.2,MRB SF FR 016,0,,0,,,,,NAN,,,,
Fraser ,11-Jun-16,1.2,MRB SF FR 016,0,,0,,,,,NAN,,,,
Fraser ,11-Jun-16,1.1,MRB FR 017B,1,,1,21-Sep-16,MM,1,2,Harpac,1,0.004273504,234,1
Fraser ,11-Jun-16,1.1,MRB FR 017B,1,,1,21-Sep-16,MM,1,2,Calanoid,2,0.008547009,234,2
Fraser ,11-Jun-16,1.1,MRB FR 017B,1,,1,21-Sep-16,MM,1,1,Phyllodocida,3,0.012820513,234,3
Fraser ,11-Jun-16,1.1,MRB FR 017B,1,,1,21-Sep-16,MM,1,1,Harpac,113,0.482905983,234,113
Fraser ,11-Jun-16,1.1,MRB FR 017B,1,,1,21-Sep-16,MM,1,1,Calanoid,115,0.491452991,234,115
Fraser ,11-Jun-16,1.1,MRB SF FR 016,0,,1,27-Sep-16,MM,8,1,Cladoceran,216,0.101503759,2128,27
Fraser ,11-Jun-16,1.1,MRB SF FR 016,0,,1,27-Sep-16,MM,8,1,Appendicularia,32,0.015037594,2128,4
Fraser ,11-Jun-16,1.1,MRB SF FR 016,0,,1,27-Sep-16,MM,8,1,Harpac,328,0.154135338,2128,41
Fraser ,11-Jun-16,1.1,MRB SF FR 016,0,,1,27-Sep-16,MM,8,1,Calanoid,1464,0.687969925,2128,183
Fraser ,11-Jun-16,1.1,MRB SF FR 016,0,,1,27-Sep-16,MM,8,1,Barnacle,88,0.041353383,2128,11
Fraser ,11-Jun-16,2.1,MRB SF FR 016,0,,1,16-Sep-16,MM,1,1,Cladoceran,73,0.226708075,322,73
Fraser ,11-Jun-16,2.1,MRB SF FR 016,0,,1,16-Sep-16,MM,1,1,Appendicularia,21,0.065217391,322,21
Fraser ,11-Jun-16,2.1,MRB SF FR 016,0,,1,16-Sep-16,MM,1,1,Calanoid,204,0.633540373,322,204
Fraser ,11-Jun-16,2.1,MRB SF FR 016,0,,1,16-Sep-16,MM,1,1,Mysida,2,0.00621118,322,2
Fraser ,11-Jun-16,2.1,MRB SF FR 016,0,,1,16-Sep-16,MM,1,1,Barnacle,10,0.031055901,322,10
Fraser ,11-Jun-16,2.1,MRB SF FR 016,0,,1,16-Sep-16,MM,1,1,Phyllodocida,12,0.037267081,322,12
Fraser ,11-Jun-16,2.1,MRB FR 017B,1,,1,20-Sep-16,MM,20,1,Cladoceran,200,0.047619048,4200,10
Fraser ,11-Jun-16,2.1,MRB FR 017B,1,,1,20-Sep-16,MM,20,1,Phyllodocida,20,0.004761905,4200,1
Fraser ,11-Jun-16,2.1,MRB FR 017B,1,,1,20-Sep-16,MM,20,1,Appendicularia,20,0.004761905,4200,1
Fraser ,11-Jun-16,2.1,MRB FR 017B,1,,1,20-Sep-16,MM,20,1,Harpac,1660,0.395238095,4200,83
Fraser ,11-Jun-16,2.1,MRB FR 017B,1,,1,20-Sep-16,MM,20,1,Calanoid,1880,0.447619048,4200,94
Fraser ,11-Jun-16,2.1,MRB FR 017B,1,,1,20-Sep-16,MM,20,1,Barnacle,420,0.1,4200,21
Fraser ,27-May-16,2.2,MRB SF FR 016,0,,0,,,,,NAN,,,,
Fraser ,27-May-16,1.2,MRB FR 017B,1,,0,,,,,NAN,,,,
Fraser ,27-May-16,1.2,MRB SF FR 016,0,,0,,,,,NAN,,,,
Fraser ,27-May-16,2.2,MRB FR 017B,1,,0,,,,,NAN,,,,
Fraser ,27-May-16,1.1,MRB SF FR 016,0,1,1,23-Aug-16,MM,3,2,Phyllodocida,1,0.00075643,1322,0.333333333
Fraser ,27-May-16,1.1,MRB SF FR 016,0,1,1,23-Aug-16,MM,3,2,Appendicularia,1,0.00075643,1322,0.333333333
Fraser ,27-May-16,1.1,MRB SF FR 016,0,1,1,23-Aug-16,MM,3,1,Cladoceran,786,0.594553707,1322,262
Fraser ,27-May-16,1.1,MRB SF FR 016,0,1,1,23-Aug-16,MM,3,1,Gastropod,15,0.011346445,1322,5
Fraser ,27-May-16,1.1,MRB SF FR 016,0,1,1,23-Aug-16,MM,3,1,Appendicularia,30,0.02269289,1322,10
Fraser ,27-May-16,1.1,MRB SF FR 016,0,1,1,23-Aug-16,MM,3,1,Echinoderm,6,0.004538578,1322,2
Fraser ,27-May-16,1.1,MRB SF FR 016,0,1,1,23-Aug-16,MM,3,1,Harpac,66,0.049924357,1322,22
Fraser ,27-May-16,1.1,MRB SF FR 016,0,1,1,23-Aug-16,MM,3,1,Calanoid,339,0.256429652,1322,113
Fraser ,27-May-16,1.1,MRB SF FR 016,0,1,1,23-Aug-16,MM,3,1,Brachyura,3,0.002269289,1322,1
Fraser ,27-May-16,1.1,MRB SF FR 016,0,1,1,23-Aug-16,MM,3,1,Barnacle,75,0.056732224,1322,25
Fraser ,27-May-16,2.1,MRB SF FR 016,0,1,1,27-Aug-16,MM,10,1,Appendicularia,300,0.080645161,3720,30
Fraser ,27-May-16,2.1,MRB SF FR 016,0,1,1,27-Aug-16,MM,10,1,Valvifera,60,0.016129032,3720,6
Fraser ,27-May-16,2.1,MRB SF FR 016,0,1,1,27-Aug-16,MM,10,1,Harpac,370,0.099462366,3720,37
Fraser ,27-May-16,2.1,MRB SF FR 016,0,1,1,27-Aug-16,MM,10,1,Calanoid,590,0.158602151,3720,59
Fraser ,27-May-16,2.1,MRB SF FR 016,0,1,1,27-Aug-16,MM,10,1,Cladoceran,2360,0.634408602,3720,236
Fraser ,27-May-16,2.1,MRB SF FR 016,0,1,1,27-Aug-16,MM,10,1,Barnacle,40,0.010752688,3720,4
Fraser ,27-May-16,1.1,MRB FR 017,1,1,1,21-Aug-16,MM,13.33333333,2,Gammarid,3,0.000331712,9044,0.225
Fraser ,27-May-16,1.1,MRB FR 017,1,1,1,21-Aug-16,MM,13.33333333,2,Natantia,1,0.000110571,9044,0.075
Fraser ,27-May-16,1.1,MRB FR 017,1,1,1,21-Aug-16,MM,13.33333333,1,Cladoceran,3693.333333,0.408373876,9044,277
Fraser ,27-May-16,1.1,MRB FR 017,1,1,1,21-Aug-16,MM,13.33333333,1,Harpac,426.6666667,0.047176765,9044,32
Fraser ,27-May-16,1.1,MRB FR 017,1,1,1,21-Aug-16,MM,13.33333333,1,Calanoid,4160,0.459973463,9044,312
Fraser ,27-May-16,1.1,MRB FR 017,1,1,1,21-Aug-16,MM,13.33333333,1,Mysida,53.33333333,0.005897096,9044,4
Fraser ,27-May-16,1.1,MRB FR 017,1,1,1,21-Aug-16,MM,13.33333333,1,Barnacle,706.6666667,0.078136518,9044,53
Fraser ,27-May-16,2.1,MRB FR 017,1,1,1,23-Aug-16,MM,3.75,1,Cladoceran,648.75,0.492877493,1316.25,173
Fraser ,27-May-16,2.1,MRB FR 017,1,1,1,23-Aug-16,MM,3.75,1,Appendicularia,41.25,0.031339031,1316.25,11
Fraser ,27-May-16,2.1,MRB FR 017,1,1,1,23-Aug-16,MM,3.75,1,Echinoderm,7.5,0.005698006,1316.25,2
Fraser ,27-May-16,2.1,MRB FR 017,1,1,1,23-Aug-16,MM,3.75,1,Harpac,116.25,0.088319088,1316.25,31
Fraser ,27-May-16,2.1,MRB FR 017,1,1,1,23-Aug-16,MM,3.75,1,Calanoid,408.75,0.310541311,1316.25,109
Fraser ,27-May-16,2.1,MRB FR 017,1,1,1,23-Aug-16,MM,3.75,1,Mysida,7.5,0.005698006,1316.25,2
Fraser ,27-May-16,2.1,MRB FR 017,1,1,1,23-Aug-16,MM,3.75,1,Brachyura,3.75,0.002849003,1316.25,1
Fraser ,27-May-16,2.1,MRB FR 017,1,1,1,23-Aug-16,MM,3.75,1,Cnetophora,3.75,0.002849003,1316.25,1
Fraser ,27-May-16,2.1,MRB FR 017,1,1,1,23-Aug-16,MM,3.75,1,Barnacle,78.75,0.05982906,1316.25,21
Fraser ,11-May-16,1.1,MRB FR 017B,1,,1,11-Aug-16,MM,1,1,Cladoceran,182,0.197826087,920,182
Fraser ,11-May-16,1.1,MRB FR 017B,1,,1,11-Aug-16,MM,1,1,Phyllodocida,43,0.04673913,920,43
Fraser ,11-May-16,1.1,MRB FR 017B,1,,1,11-Aug-16,MM,1,1,Harpac,273,0.29673913,920,273
Fraser ,11-May-16,1.1,MRB FR 017B,1,,1,11-Aug-16,MM,1,1,Calanoid,401,0.435869565,920,401
Fraser ,11-May-16,1.1,MRB FR 017B,1,,1,11-Aug-16,MM,1,1,Mysida,7,0.007608696,920,7
Fraser ,11-May-16,1.1,MRB FR 017B,1,,1,11-Aug-16,MM,1,1,Cumacea,9,0.009782609,920,9
Fraser ,11-May-16,1.1,MRB FR 017B,1,,1,11-Aug-16,MM,1,1,Brachyura,4,0.004347826,920,4
Fraser ,11-May-16,1.1,MRB FR 017B,1,,1,11-Aug-16,MM,1,2,Gammarid,1,0.001086957,920,1
Fraser ,11-May-16,2.1,MRB SF FR 017,1,,1,10-Dec-16,MM,8,1,Gammarid,32,0.018691589,214,4
Fraser ,11-May-16,2.1,MRB SF FR 017,1,,1,10-Dec-16,MM,8,1,Appendicularia,16,0.009345794,214,2
Fraser ,11-May-16,2.1,MRB SF FR 017,1,,1,10-Dec-16,MM,8,1,Harpac,360,0.210280374,214,45
Fraser ,11-May-16,2.1,MRB SF FR 017,1,,1,10-Dec-16,MM,8,1,Calanoid,1176,0.686915888,214,147
Fraser ,11-May-16,2.1,MRB SF FR 017,1,,1,10-Dec-16,MM,8,1,Phyllodocida,24,0.014018692,214,3
Fraser ,11-May-16,2.1,MRB SF FR 017,1,,1,10-Dec-16,MM,8,1,Cladoceran,104,0.060747664,214,13
Fraser ,11-May-16,1.1,MRB SF FR 016,0,1,1,11-Aug-16,MM,1,10,Gammarid,1,0.002197802,455,1
Fraser ,11-May-16,1.1,MRB SF FR 016,0,1,1,11-Aug-16,MM,1,1,Gammarid,3,0.006593407,455,3
Fraser ,11-May-16,1.1,MRB SF FR 016,0,1,1,11-Aug-16,MM,1,1,Cladoceran,197,0.432967033,455,197
Fraser ,11-May-16,1.1,MRB SF FR 016,0,1,1,11-Aug-16,MM,1,1,Valvifera,1,0.002197802,455,1
Fraser ,11-May-16,1.1,MRB SF FR 016,0,1,1,11-Aug-16,MM,1,1,Phyllodocida,5,0.010989011,455,5
Fraser ,11-May-16,1.1,MRB SF FR 016,0,1,1,11-Aug-16,MM,1,1,Harpac,159,0.349450549,455,159
Fraser ,11-May-16,1.1,MRB SF FR 016,0,1,1,11-Aug-16,MM,1,1,Calanoid,68,0.149450549,455,68
Fraser ,11-May-16,1.1,MRB SF FR 016,0,1,1,11-Aug-16,MM,1,1,Mysida,1,0.002197802,455,1
Fraser ,11-May-16,1.1,MRB SF FR 016,0,1,1,11-Aug-16,MM,1,1,Ostracod,20,0.043956044,455,20
Fraser ,11-May-16,2.1,MRB SF FR 016,0,1,1,10-Dec-16,MM,4,1,Appendicularia,,0.094936709,316,30
Fraser ,11-May-16,2.1,MRB SF FR 016,0,1,1,10-Dec-16,MM,4,1,Harpac,,0.107594937,316,34
Fraser ,11-May-16,2.1,MRB SF FR 016,0,1,1,10-Dec-16,MM,4,1,Calanoid,,0.208860759,316,66
Fraser ,11-May-16,2.1,MRB SF FR 016,0,1,1,10-Dec-16,MM,4,1,Cladoceran,,0.582278481,316,184
Fraser ,11-May-16,2.1,MRB SF FR 016,0,1,0,10-Dec-16,MM,4,1,Phyllodocida,,0.006329114,316,2
Fraser ,30-Apr-16,2.2,MRB SF FR 016,0,1,0,,,,,NAN,,,,
Fraser ,30-Apr-16,1.2,MRB FR 017,1,1,0,,,,,NAN,,,,
Fraser ,30-Apr-16,2.2,MRB FR 017,1,1,0,,,,,NAN,,,,
Fraser ,30-Apr-16,1.2,MRB SF FR 016,0,1,0,,,,,NAN,,,,
Fraser ,30-Apr-16,1.1,MRB SF FR 016,0,1,1,21-Aug-16,MM,1,1,Gammarid,1,0.001564945,639,1
Fraser ,30-Apr-16,1.1,MRB SF FR 016,0,1,1,21-Aug-16,MM,1,1,Cladoceran,67,0.10485133,639,67
Fraser ,30-Apr-16,1.1,MRB SF FR 016,0,1,1,21-Aug-16,MM,1,1,Appendicularia,27,0.042253521,639,27
Fraser ,30-Apr-16,1.1,MRB SF FR 016,0,1,1,21-Aug-16,MM,1,1,Cyclopoid,3,0.004694836,639,3
Fraser ,30-Apr-16,1.1,MRB SF FR 016,0,1,1,21-Aug-16,MM,1,1,Harpac,109,0.17057903,639,109
Fraser ,30-Apr-16,1.1,MRB SF FR 016,0,1,1,21-Aug-16,MM,1,1,Calanoid,371,0.580594679,639,371
Fraser ,30-Apr-16,1.1,MRB SF FR 016,0,1,1,21-Aug-16,MM,1,1,Mysida,3,0.004694836,639,3
Fraser ,30-Apr-16,1.1,MRB SF FR 016,0,1,1,21-Aug-16,MM,1,1,Barnacle,58,0.090766823,639,58
Fraser ,30-Apr-16,2.1,MRB SF FR 016,0,1,1,21-Aug-16,MM,1,10,Fish Larvae,1,0.002717391,368,1
Fraser ,30-Apr-16,2.1,MRB SF FR 016,0,1,1,21-Aug-16,MM,1,1,Cladoceran,43,0.116847826,368,43
Fraser ,30-Apr-16,2.1,MRB SF FR 016,0,1,1,21-Aug-16,MM,1,1,Appendicularia,17,0.046195652,368,17
Fraser ,30-Apr-16,2.1,MRB SF FR 016,0,1,1,21-Aug-16,MM,1,1,Harpac,35,0.095108696,368,35
Fraser ,30-Apr-16,2.1,MRB SF FR 016,0,1,1,21-Aug-16,MM,1,1,Calanoid,180,0.489130435,368,180
Fraser ,30-Apr-16,2.1,MRB SF FR 016,0,1,1,21-Aug-16,MM,1,1,Mysida,3,0.008152174,368,3
Fraser ,30-Apr-16,2.1,MRB SF FR 016,0,1,1,21-Aug-16,MM,1,1,Ostracod,44,0.119565217,368,44
Fraser ,30-Apr-16,2.1,MRB SF FR 016,0,1,1,21-Aug-16,MM,1,1,Barnacle,45,0.122282609,368,45
Fraser ,30-Apr-16,1.1,MRB FR 017,1,1,1,11-Aug-16,MM,8,1,Valvifera,16,0.005235602,3056,2
Fraser ,30-Apr-16,1.1,MRB FR 017,1,1,1,11-Aug-16,MM,8,1,Phyllodocida,8,0.002617801,3056,1
Fraser ,30-Apr-16,1.1,MRB FR 017,1,1,1,11-Aug-16,MM,8,1,Harpac,2232,0.730366492,3056,279
Fraser ,30-Apr-16,1.1,MRB FR 017,1,1,1,11-Aug-16,MM,8,1,Calanoid,776,0.253926702,3056,97
Fraser ,30-Apr-16,1.1,MRB FR 017,1,1,1,11-Aug-16,MM,8,1,Mysida,8,0.002617801,3056,1
Fraser ,30-Apr-16,1.1,MRB FR 017,1,1,1,11-Aug-16,MM,8,1,Cumacea,16,0.005235602,3056,2
Fraser ,30-Apr-16,2.1,MRB FR 017,1,1,1,21-Aug-16,MM,5,2,Gammarid,4,0.001167883,3425,0.8
Fraser ,30-Apr-16,2.1,MRB FR 017,1,1,1,21-Aug-16,MM,5,2,Mysida,3,0.000875912,3425,0.6
Fraser ,30-Apr-16,2.1,MRB FR 017,1,1,1,21-Aug-16,MM,5,2,Brachyura,1,0.000291971,3425,0.2
Fraser ,30-Apr-16,2.1,MRB FR 017,1,1,1,21-Aug-16,MM,5,1,Gammarid,2,0.000583942,3425,0.4
Fraser ,30-Apr-16,2.1,MRB FR 017,1,1,1,21-Aug-16,MM,5,1,Cladoceran,115,0.033576642,3425,23
Fraser ,30-Apr-16,2.1,MRB FR 017,1,1,1,21-Aug-16,MM,5,1,Phyllodocida,60,0.017518248,3425,12
Fraser ,30-Apr-16,2.1,MRB FR 017,1,1,1,21-Aug-16,MM,5,1,Harpac,755,0.220437956,3425,151
Fraser ,30-Apr-16,2.1,MRB FR 017,1,1,1,21-Aug-16,MM,5,1,Calanoid,1775,0.518248175,3425,355
Fraser ,30-Apr-16,2.1,MRB FR 017,1,1,1,21-Aug-16,MM,5,1,Barnacle,710,0.20729927,3425,142
Fraser ,16-Apr-16,1.2,FR_017,1,,0,,,,,NAN,,,,
Fraser ,16-Apr-16,2.2,SF FR 016 ,0,,0,,,,,NAN,,,,
Fraser ,16-Apr-16,2.2,FR 017,1,,0,,,,,NAN,,,,
Fraser ,16-Apr-16,1.2,FR 016 Sand,0,,0,,,,,NAN,,,,
Fraser ,16-Apr-16,1.1,FR 017 ,1,,1,22-Sep-16,MM,1,2,Gammarid,3,0.007672634,391,3
Fraser ,16-Apr-16,1.1,FR 017 ,1,,1,22-Sep-16,MM,1,2,Mysida,1,0.002557545,391,1
Fraser ,16-Apr-16,1.1,FR 017 ,1,,1,22-Sep-16,MM,1,1,Cladoceran,7,0.017902813,391,7
Fraser ,16-Apr-16,1.1,FR 017 ,1,,1,22-Sep-16,MM,1,1,Phyllodocida,7,0.017902813,391,7
Fraser ,16-Apr-16,1.1,FR 017 ,1,,1,22-Sep-16,MM,1,1,Appendicularia,3,0.007672634,391,3
Fraser ,16-Apr-16,1.1,FR 017 ,1,,1,22-Sep-16,MM,1,1,Harpac,240,0.613810742,391,240
Fraser ,16-Apr-16,1.1,FR 017 ,1,,1,22-Sep-16,MM,1,1,Calanoid,124,0.31713555,391,124
Fraser ,16-Apr-16,1.1,FR 017 ,1,,1,22-Sep-16,MM,1,1,Barnacle,5,0.012787724,391,5
Fraser ,16-Apr-16,1.1,FR 017 ,1,,1,22-Sep-16,MM,1,1,Echinoderm,1,0.002557545,391,1
Fraser ,16-Apr-16,1.1,Site 3 SF FR 016 ,0,,1,20-Sep-16,MM,13.33333333,1,Cladoceran,960,0.168618267,5693.333333,72
